CODMU	MUNICIPIO	CODPROV
150774	Santa Comba	15
171812	Santa Cristina d'Aro	17
492004	Santa Cristina de la Polvorosa	49
241535	Santa Cristina de Valmadrigal	24
492011	Santa Croya de Tera	49
390731	Santa Cruz de Bezana	39
341684	Santa Cruz de Boedo	34
502360	Santa Cruz de Grío	50
380374	Santa Cruz de la Palma	38
093459	Santa Cruz de la Salceda	09
222090	Santa Cruz de la Serós	22
101663	Santa Cruz de la Sierra	10
451565	Santa Cruz de la Zarza	45
130760	Santa Cruz de los Cáñamos	13
040806	Santa Cruz de Marchena	04
502376	Santa Cruz de Moncayo	50
161940	Santa Cruz de Moya	16
130776	Santa Cruz de Mudela	13
442084	Santa Cruz de Nogueras	44
101679	Santa Cruz de Paniagua	10
052222	Santa Cruz de Pinares	05
380380	Santa Cruz de Tenerife	38
421669	Santa Cruz de Yanguas	42
181746	Santa Cruz del Comercio	18
451571	Santa Cruz del Retamar	45
052217	Santa Cruz del Valle	05
093462	Santa Cruz del Valle Urbión	09
230768	Santa Elena	23
241540	Santa Elena de Jamuz	24
261354	Santa Engracia del Jubera	26
140615	Santa Eufemia	14
471527	Santa Eufemia del Arroyo	47
492026	Santa Eufemia del Barco	49
070532	Santa Eugènia	07
082460	Santa Eugènia de Berga	08
442097	Santa Eulalia	44
261367	Santa Eulalia Bajera	26
502382	Santa Eulalia de Gállego	50
330621	Santa Eulalia de Oscos	33
082476	Santa Eulàlia de Riuprimer	08
082482	Santa Eulàlia de Ronçana	08
070547	Santa Eulària des Riu	07
181759	Santa Fe	18
040813	Santa Fe de Mondújar	04
082495	Santa Fe del Penedès	08
093478	Santa Gadea del Cid	09
093484	Santa Inés	09
171827	Santa Llogaia d'Àlguema	17
350228	Santa Lucía de Tirajana	35
121021	Santa Magdalena de Pulpis	12
070550	Santa Margalida	07
082508	Santa Margarida de Montbui	08
082515	Santa Margarida i els Monjos	08
082536	Santa Maria de Besora	08
390746	Santa María de Cayón	39
229068	Santa María de Dulcis	22
350234	Santa María de Guía de Gran Canaria	35
421675	Santa María de Huerta	42
281356	Santa María de la Alameda	28
241553	Santa María de la Isla	24
492032	Santa María de la Vega	49
421681	Santa María de las Hoyas	42
052269	Santa María de los Caballeros	05
161966	Santa María de los Llanos	16
082567	Santa Maria de Martorelles	08
082554	Santa Maria de Merlès	08
082573	Santa Maria de Miralles	08
241588	Santa María de Ordás	24
082592	Santa Maria de Palautordera	08
372936	Santa María de Sando	37
492047	Santa María de Valverde	49
052243	Santa María del Arroyo	05
052256	Santa María del Berrocal	05
070563	Santa María del Camí	07
093500	Santa María del Campo	09
161953	Santa María del Campo Rus	16
059029	Santa María del Cubillo	05
093517	Santa María del Invierno	09
093522	Santa María del Mercadillo	09
241566	Santa María del Monte de Cea	24
241572	Santa María del Páramo	24
052275	Santa María del Tiétar	05
161972	Santa María del Val	16
082589	Santa Maria d'Oló	08
401850	Santa María la Real de Nieva	40
093538	Santa María Rivarredonda	09
241591	Santa Marina del Rey	24
061211	Santa Marta	06
101685	Santa Marta de Magasca	10
372941	Santa Marta de Tormes	37
401863	Santa Marta del Cerro	40
451587	Santa Olalla	45
093543	Santa Olalla de Bureba	09
210694	Santa Olalla del Cala	21
431401	Santa Oliva	43
171848	Santa Pau	17
082606	Santa Perpètua de Mogoda	08
031210	Santa Pola	03
082613	Santa Susanna	08
380393	Santa Úrsula	38
312205	Santacara	31
140608	Santaella	14
222126	Santaliestra y San Quílez	22
390759	Santander	39
070579	Santanyí	07
241605	Santas Martas	24
502395	Santed	50
471533	Santervás de Campos	47
341697	Santervás de la Vega	34
101698	Santiago de Alcántara	10
230774	Santiago de Calatrava	23
150780	Santiago de Compostela	15
372967	Santiago de la Puebla	37
101702	Santiago del Campo	10
052281	Santiago del Collado	05
380407	Santiago del Teide	38
059040	Santiago del Tormes	05
241612	Santiago Millas	24
239048	Santiago-Pontones	23
372973	Santibáñez de Béjar	37
341701	Santibáñez de Ecla	34
093556	Santibáñez de Esgueva	09
341718	Santibáñez de la Peña	34
372989	Santibáñez de la Sierra	37
492050	Santibáñez de Tera	49
471548	Santibáñez de Valcorba	47
492063	Santibáñez de Vidriales	49
093569	Santibáñez del Val	09
101719	Santibáñez el Alto	10
101724	Santibáñez el Bajo	10
390762	Santillana del Mar	39
410896	Santiponce	41
150793	Santiso	15
230793	Santisteban del Puerto	23
390778	Santiurde de Reinosa	39
390784	Santiurde de Toranzo	39
192509	Santiuste	19
401885	Santiuste de Pedraza	40
401898	Santiuste de San Juan Bautista	40
372992	Santiz	37
330642	Santo Adriano	33
261389	Santo Domingo de la Calzada	26
052294	Santo Domingo de las Posadas	05
401902	Santo Domingo de Pirón	40
093581	Santo Domingo de Silos	09
459016	Santo Domingo-Caudilla	45
230807	Santo Tomé	23
052308	Santo Tomé de Zabarcos	05
401919	Santo Tomé del Puerto	40
309012	Santomera	30
390797	Santoña	39
281369	Santorcaz	28
281375	Santos de la Humosa, Los	28
061226	Santos de Maimona, Los	06
373006	Santos, Los	37
492079	Santovenia	49
241627	Santovenia de la Valdoncina	24
471551	Santovenia de Pisuerga	47
341744	Santoyo	34
081923	Santpedor	08
261406	Santurde de Rioja	26
261413	Santurdejo	26
480828	Santurtzi	48
360519	Sanxenxo	36
492102	Sanzoles	49
471570	Sardón de Duero	47
373013	Sardón de los Frailes	37
093615	Sargentes de la Lora	09
330655	Sariego	33
241633	Sariegos	24
222132	Sariñena	22
390818	Saro	39
093620	Sarracín	09
431423	Sarral	43
320782	Sarreaus	32
270575	Sarria	27
171864	Sarrià de Ter	17
312227	Sarriés/Sartze	31
442101	Sarrión	44
252017	Sarroca de Bellera	25
252000	Sarroca de Lleida	25
312233	Sartaguda	31
451590	Sartajada	45
093636	Sasamón	09
502409	Sástago	50
192516	Saúca	19
101730	Saucedilla	10
410900	Saucejo, El	41
373028	Saucelle	37
401924	Sauquillo de Cabezas	40
171870	Saus, Camallera i Llampaies	17
380414	Sauzal, El	38
431439	Savallà del Comtat	43
270581	Saviñao, O	27
031231	Sax	03
290862	Sayalonga	29
192521	Sayatón	19
401930	Sebúlcor	40
471586	Seca, La	47
222147	Secastilla	22
431444	Secuita, La	43
462233	Sedaví	46
290878	Sedella	29
502421	Sediles	50
462248	Segart	46
121042	Segorbe	12
401945	Segovia	40
200701	Segura	20
230814	Segura de la Sierra	23
061247	Segura de León	06
442118	Segura de los Baños	44
101745	Segura de Toro	10
451604	Segurilla	45
222150	Seira	22
192542	Selas	19
390823	Selaya	39
031246	Sella	03
462251	Sellent	46
070585	Selva	07
171886	Selva de Mar, La	17
431457	Selva del Camp, La	43
199010	Semillas	19
462264	Sempere	46
222179	Sena	22
241648	Sena de Luna	24
431460	Senan	43
070472	Sencelles	07
040828	Senés	04
222185	Senés de Alcubierre	22
430445	Sénia, La	43
031259	Senija	03
442123	Seno	44
252022	Senterada	25
250352	Sentiu de Sió, La	25
082671	Sentmenat	08
462270	Senyera	46
373049	Sepulcro-Hilario	37
401958	Sepúlveda	40
401961	Sequera de Fresno	40
093654	Sequera de Haza, La	09
373052	Sequeros	37
171903	Serinyà	17
281381	Serna del Monte, La	28
341757	Serna, La	34
040834	Serón	04
421715	Serón de Nágima	42
252043	Seròs	25
462286	Serra	46
171910	Serra de Daró	17
471599	Serrada	47
052320	Serrada, La	05
101758	Serradilla	10
373065	Serradilla del Arroyo	37
373071	Serradilla del Llano	37
052336	Serranillos	05
281408	Serranillos del Valle	28
121037	Serratella, la	12
299044	Serrato	29
101761	Serrejón	10
222202	Sesa	22
451611	Seseña	45
312248	Sesma	31
480849	Sestao	48
502437	Sestrica	50
222219	Sesué	22
171925	Setcases	17
110342	Setenil de las Bodegas	11
192555	Setiles	19
252038	Seu d'Urgell, La	25
082690	Seva	08
410917	Sevilla	41
281415	Sevilla la Nueva	28
451626	Sevilleja de la Jara	45
252056	Sidamon	25
192568	Sienes	19
330668	Siero	33
373090	Sierpe, La	37
101777	Sierra de Fuentes	10
502442	Sierra de Luna	50
290884	Sierra de Yeguas	29
121055	Sierra Engarcerán	12
040849	Sierro	04
222224	Siétamo	22
462299	Siete Aguas	46
471603	Siete Iglesias de Trabancos	47
373104	Sieteiglesias de Tormes	37
052341	Sigeres	05
192574	Sigüenza	19
502455	Sigüés	50
230829	Siles	23
462303	Silla	46
360524	Silleda	36
380429	Silos, Los	38
171931	Sils	17
471610	Simancas	47
462310	Simat de la Valldigna	46
462325	Sinarcas	46
070602	Sineu	07
442139	Singra	44
052354	Sinlabajos	05
061250	Siruela	06
502468	Sisamón	50
161988	Sisante	16
082704	Sitges	08
170524	Siurana	17
390839	Soba	39
270594	Sober	27
502474	Sobradiel	50
373111	Sobradillo	37
241651	Sobrado	24
150807	Sobrado	15
082711	Sobremunt	08
330674	Sobrescobio	33
020729	Socovos	02
130782	Socuéllamos	13
261434	Sojuela	26
052367	Solana de Ávila	05
061263	Solana de los Barros	06
052373	Solana de Rioalmar	05
130809	Solana del Pino	13
130795	Solana, La	13
192580	Solanillos del Extremo	19
093667	Solarana	09
161991	Solera de Gabaldón	16
252069	Soleràs, El	25
421720	Soliedra	42
431476	Solivella	43
462331	Sollana	46
070619	Sóller	07
390844	Solórzano	39
052389	Solosancho	05
252075	Solsona	25
330680	Somiedo	33
192593	Somolinos	19
040852	Somontín	04
281436	Somosierra	28
150814	Somozas, As	15
070624	Son Servera	07
489047	Sondika	48
121068	Soneja	12
451632	Sonseca	45
222230	Sopeira	22
480852	Sopela	48
181762	Soportújar	18
480865	Sopuerta	48
082726	Sora	08
200659	Soraluze-Placencia de las Armas	20
040865	Sorbas	04
093689	Sordillos	09
421736	Soria	42
252081	Soriguera	25
373126	Sorihuela	37
230840	Sorihuela del Guadalimar	23
312251	Sorlada	31
252094	Sort	25
181778	Sorvilán	18
261449	Sorzano	26
502480	Sos del Rey Católico	50
252108	Soses	25
462346	Sot de Chera	46
121074	Sot de Ferrer	12
052392	Sotalbo	05
261452	Sotés	26
401983	Sotillo	40
052406	Sotillo de la Adrada	05
093692	Sotillo de la Ribera	09
451647	Sotillo de las Palomas	45
421741	Sotillo del Rincón	42
192607	Sotillo, El	19
341776	Soto de Cerrato	34
241664	Soto de la Vega	24
330693	Soto del Barco	33
281441	Soto del Real	28
261465	Soto en Cameros	26
241670	Soto y Amío	24
341760	Sotobañado y Priorato	34
192614	Sotodosos	19
229042	Sotonera, La	22
169092	Sotorribas	16
401996	Sotosalbos	40
373132	Sotoserrano	37
093728	Sotragero	09
093734	Sotresgudo	09
360530	Soutomaior	36
390857	Suances	39
082732	Subirats	08
252115	Sudanell	25
462359	Sueca	46
421754	Suellacabras	42
121080	Sueras/Suera	12
040871	Suflí	04
480767	Sukarrieta	48
462362	Sumacàrcer	46
312264	Sunbilla	31
252120	Sunyer	25
082747	Súria	08
093749	Susinos del Páramo	09
171946	Susqueda	17
341782	Tabanera de Cerrato	34
341795	Tabanera de Valdavia	34
402000	Tabanera la Luenga	40
492145	Tábara	49
373147	Tabera de Abajo	37
040887	Tabernas	04
040890	Taberno	04
270608	Taboada	27
320795	Taboadela	32
502493	Tabuenca	50
380435	Tacoronte	38
312270	Tafalla	31
082763	Tagamanent	08
189017	Taha, La	18
040904	Tahal	04
421767	Tajahuerce	42
421773	Tajueco	42
373150	Tala, La	37
082779	Talamanca	08
281454	Talamanca de Jarama	28
502506	Talamantes	50
252154	Talarn	25
061279	Talarrubias	06
101783	Talaván	10
252167	Talavera	25
451650	Talavera de la Reina	45
061285	Talavera la Real	06
101796	Talaveruela de la Vera	10
101800	Talayuela	10
162027	Talayuelas	16
121093	Tales	12
061298	Táliga	06
171959	Tallada d'Empordà, La	17
421789	Talveila	42
192629	Tamajón	19
373163	Tamames	37
341809	Támara de Campos	34
222258	Tamarite de Litera	22
471625	Tamariz de Campos	47
093752	Tamarón	09
061302	Tamurejo	06
380440	Tanque, El	38
330707	Tapia de Casariego	33
492161	Tapioles	49
082785	Taradell	08
192635	Taragudo	19
330714	Taramundi	33
162033	Tarancón	16
192640	Taravilla	19
502513	Tarazona	50
373179	Tarazona de Guareña	37
020735	Tarazona de la Mancha	02
031278	Tàrbena	03
373185	Tardáguila	37
093771	Tardajos	09
421813	Tardelcuende	42
222261	Tardienta	22
341816	Tariego de Cerrato	34
110355	Tarifa	11
421828	Taroda	42
431482	Tarragona	43
252173	Tàrrega	25
252189	Tarrés	25
252192	Tarroja de Segarra	25
192653	Tartanedo	19
502528	Tauste	50
462378	Tavernes Blanques	46
462384	Tavernes de la Valldigna	46
082750	Tavèrnoles	08
082802	Tavertet	08
380453	Tazacorte	38
290897	Teba	29
162048	Tébar	16
380466	Tegueste	38
350249	Teguise	35
082819	Teià	08
320809	Teixeira, A	32
093787	Tejada	09
162051	Tejadillos	16
421834	Tejado	42
373198	Tejado, El	37
350252	Tejeda	35
101817	Tejeda de Tiétar	10
373202	Tejeda y Segoyuela	37
350265	Telde	35
222277	Tella-Sin	22
451663	Tembleque	45
192666	Tendilla	19
373219	Tenebrón	37
150829	Teo	15
121107	Teresa	12
462397	Teresa de Cofrentes	46
252206	Térmens	25
350271	Teror	35
040911	Terque	04
171962	Terrades	17
373224	Terradillos	37
093804	Terradillos de Esgueva	09
082798	Terrassa	08
462401	Terrateig	46
502534	Terrer	50
442157	Terriente	44
130816	Terrinches	13
261471	Terroba	26
442160	Teruel	44
192672	Terzaga	19
031284	Teulada	03
330729	Teverga	33
082824	Tiana	08
350287	Tías	35
031297	Tibi	03
312286	Tiebas-Muruarte de Reta	31
471631	Tiedra	47
281467	Tielmes	28
052413	Tiemblo, El	05
502549	Tierga	50
222283	Tierz	22
192688	Tierzo	19
109042	Tiétar	10
380472	Tijarafe	38
040926	Tíjola	04
162064	Tinajas	16
350290	Tinajo	35
330735	Tineo	33
093811	Tinieblas de la Sierra	09
052428	Tiñosillos	05
312299	Tirapu	31
261487	Tirgo	26
121114	Tírig	12
252213	Tírvia	25
462418	Titaguas	46
281473	Titulcia	28
252228	Tiurana	25
431495	Tivenys	43
431508	Tivissa	43
192691	Toba, La	19
093826	Tobar	09
020740	Tobarra	02
502552	Tobed	50
261490	Tobía	26
451679	Toboso, El	45
410922	Tocina	41
121129	Todolella	12
320816	Toén	32
121135	Toga	12
390860	Tojos, Los	39
052434	Tolbaños	05
451685	Toledo	45
031301	Tollos	03
402017	Tolocirio	40
200718	Tolosa	20
290901	Tolox	29
222296	Tolva	22
410938	Tomares	41
130821	Tomelloso	13
360545	Tomiño	36
082830	Tona	08
373230	Topas	37
150835	Toques	15
252234	Torà	25
241686	Toral de los Guzmanes	24
242066	Toral de los Vados	24
121140	Torás	12
471646	Tordehumos	47
192712	Tordellego	19
192705	Tordelrábano	19
082845	Tordera	08
471659	Tordesillas	47
192727	Tordesilos	19
373245	Tordillos	37
150840	Tordoia	15
093847	Tordómar	09
082858	Torelló	08
241699	Toreno	24
192748	Torija	19
101822	Toril	10
442176	Toril y Masegoso	44
222300	Torla-Ordesa	22
421849	Torlengua	42
261503	Tormantos	26
052449	Tormellas	05
442182	Tormón	44
031318	Tormos	03
252249	Torms, Els	25
252252	Tornabous	25
373258	Tornadizo, El	37
052452	Tornadizos de Ávila	05
101838	Tornavacas	10
101843	Torno, El	10
442195	Tornos	44
492196	Toro	49
121153	Toro, El	12
341821	Torquemada	34
162099	Torralba	16
222322	Torralba de Aragón	22
130837	Torralba de Calatrava	13
502565	Torralba de los Frailes	50
442209	Torralba de los Sisones	44
451698	Torralba de Oropesa	45
502571	Torralba de Ribota	50
121166	Torralba del Pinar	12
312303	Torralba del Río	31
502587	Torralbilla	50
110368	Torre Alháquime	11
442237	Torre de Arcas	44
252271	Torre de Cabdella, La	25
082861	Torre de Claramunt, La	08
101875	Torre de Don Miguel	10
471697	Torre de Esgueva	47
451719	Torre de Esteban Hambrán, La	45
431515	Torre de Fontaubella, La	43
130842	Torre de Juan Abad	13
442242	Torre de las Arcas	44
431520	Torre de l'Espanyol, La	43
061319	Torre de Miguel Sesmero	06
471701	Torre de Peñafiel	47
101881	Torre de Santa María	10
241703	Torre del Bierzo	24
192799	Torre del Burgo	19
442255	Torre del Compte	44
492200	Torre del Valle, La	49
121191	Torre d'En Besora, la	12
121205	Torre d'en Doménec, la	12
261531	Torre en Cameros	26
052471	Torre, La	05
222338	Torre la Ribera	22
442274	Torre los Negros	44
402069	Torre Val de San Pedro	40
402022	Torreadrada	40
462423	Torrebaja	46
252265	Torrebesses	25
421852	Torreblacos	42
121172	Torreblanca	12
230853	Torreblascopedro	23
402038	Torrecaballeros	40
140620	Torrecampo	14
181784	Torre-Cardela	18
121188	Torrechiva	12
442216	Torrecilla de Alcañiz	44
471662	Torrecilla de la Abadesa	47
451702	Torrecilla de la Jara	45
471678	Torrecilla de la Orden	47
471684	Torrecilla de la Torre	47
101856	Torrecilla de los Ángeles	10
093863	Torrecilla del Monte	09
402043	Torrecilla del Pinar	40
442221	Torrecilla del Rebollar	44
261510	Torrecilla en Cameros	26
261525	Torrecilla sobre Alesanco	26
101869	Torrecillas de la Tiesa	10
192770	Torrecuadrada de Molina	19
192786	Torrecuadradilla	19
230866	Torredelcampo	23
431536	Torredembarra	43
230872	Torredonjimeno	23
252287	Torrefarrera	25
259078	Torrefeta i Florejacs	25
093879	Torregalindo	09
492217	Torregamones	49
252304	Torregrossa	25
502590	Torrehermosa	50
402056	Torreiglesias	40
281489	Torrejón de Ardoz	28
281492	Torrejón de la Calzada	28
281505	Torrejón de Velasco	28
192803	Torrejón del Rey	19
101908	Torrejón el Rubio	10
101894	Torrejoncillo	10
162110	Torrejoncillo del Rey	16
442268	Torrelacárcel	44
281512	Torrelaguna	28
252311	Torrelameu	25
502604	Torrelapaja	50
093885	Torrelara	09
390876	Torrelavega	39
082877	Torrelavit	08
462439	Torrella	46
502611	Torrellas	50
082883	Torrelles de Foix	08
082896	Torrelles de Llobregat	08
471718	Torrelobatón	47
281527	Torrelodones	28
031323	Torremanzanas/Torre de les Maçanes, la	03
061324	Torremayor	06
061330	Torremejía	06
101915	Torremenga	10
101920	Torremocha	10
192810	Torremocha de Jadraque	19
281533	Torremocha de Jarama	28
442280	Torremocha de Jiloca	44
192825	Torremocha del Campo	19
192831	Torremocha del Pinar	19
192846	Torremochuela	19
299018	Torremolinos	29
261546	Torremontalbo	26
341842	Torremormojón	34
462444	Torrent	46
171978	Torrent	17
222343	Torrente de Cinca	22
130855	Torrenueva	13
189167	Torrenueva Costa	18
101936	Torreorgaz	10
300373	Torre-Pacheco	30
093898	Torrepadre	09
230888	Torreperogil	23
101941	Torrequemada	10
230905	Torres	23
230912	Torres de Albánchez	23
442293	Torres de Albarracín	44
222356	Torres de Alcanadre	22
222369	Torres de Barbués	22
502626	Torres de Berrellén	50
300389	Torres de Cotillas, Las	30
281548	Torres de la Alameda	28
252326	Torres de Segre	25
492222	Torres del Carrizal	49
312310	Torres del Río	31
462457	Torres Torres	46
093902	Torresandino	09
471723	Torrescárcela	47
252332	Torre-serona	25
373277	Torresmenudas	37
442307	Torrevelilla	44
031339	Torrevieja	03
451724	Torrico	45
442314	Torrijas	44
502632	Torrijo de la Cañada	50
442329	Torrijo del Campo	44
451730	Torrijos	45
171984	Torroella de Fluvià	17
171997	Torroella de Montgrí	17
431541	Torroja del Priorat	43
290918	Torrox	29
192859	Torrubia	19
421871	Torrubia de Soria	42
162125	Torrubia del Campo	16
162131	Torrubia del Castillo	16
172001	Tortellà	17
192862	Tórtola de Henares	19
052465	Tórtoles	05
093919	Tórtoles de Esgueva	09
431554	Tortosa	43
192878	Tortuera	19
192884	Tortuero	19
181797	Torvizcón	18
093924	Tosantos	09
172018	Toses	17
502647	Tosos	50
172023	Tossa de Mar	17
290923	Totalán	29
300392	Totana	30
451745	Totanés	45
150853	Touro	15
462460	Tous	46
270615	Trabada	27
241710	Trabadelo	24
373283	Trabanca	37
492238	Trabazos	49
162159	Tragacete	16
192897	Traíd	19
121212	Traiguera	12
442340	Tramacastiel	44
442353	Tramacastilla	44
222394	Tramaced	22
061345	Trasierra	06
320821	Trasmiras	32
502650	Trasmoz	50
502663	Trasobares	50
471739	Traspinedo	47
150866	Trazo	15
110374	Trebujena	11
492243	Trefacio	49
373296	Tremedal de Tormes	37
252347	Tremp	25
289036	Tres Cantos	28
049011	Tres Villas, Las	04
402075	Trescasas	40
162162	Tresjuncos	16
093945	Trespaderne	09
390882	Tresviso	39
421887	Trévago	42
181801	Trevélez	18
261559	Treviana	26
270620	Triacastela	27
162178	Tribaldos	16
261578	Tricio	26
210708	Trigueros	21
471744	Trigueros del Valle	47
192901	Trijueque	19
192918	Trillo	19
341855	Triollo	34
442366	Tronchón	44
241725	Truchas	24
480871	Trucios-Turtzioz	48
061358	Trujillanos	06
101954	Trujillo	10
093958	Tubilla del Agua	09
093961	Tubilla del Lago	09
390895	Tudanca	39
312325	Tudela	31
471757	Tudela de Duero	47
261584	Tudelilla	26
462476	Tuéjar	46
360558	Tui	36
350304	Tuineje	35
312331	Tulebras	31
241731	Turcia	24
402081	Turégano	40
462482	Turís	46
451758	Turleque	45
181818	Turón	18
040932	Turre	04
040947	Turrillas	04
230927	Úbeda	23
480887	Ubide	48
110380	Ubrique	11
312346	Ucar	31
192939	Uceda	19
421890	Ucero	42
162184	Uclés	16
390909	Udías	39
480656	Ugao-Miraballes	48
451761	Ugena	45
181823	Ugíjar	18
311234	Uharte Arakil	31
192944	Ujados	19
312359	Ujué/Uxue	31
300406	Ulea	30
040950	Uleila del Campo	04
172044	Ullà	17
082900	Ullastrell	08
172057	Ullastret	17
431567	Ulldecona	43
431573	Ulldemolins	43
172039	Ultramort	17
312362	Ultzama	31
410943	Umbrete	41
052490	Umbrías	05
502679	Uncastillo	50
312378	Unciti	31
502685	Undués de Lerda	50
471760	Unión de Campos, La	47
300413	Unión, La	30
312384	Unzué/Untzue	31
162197	Uña	16
492256	Uña de Quintana	49
093983	Úrbel del Castillo	09
451777	Urda	45
312397	Urdazubi/Urdax	31
312401	Urdiain	31
241746	Urdiales del Páramo	24
480890	Urduliz	48
480741	Urduña/Orduña	48
010549	Urkabustaiz	01
200723	Urnieta	20
471776	Urones de Castroponce	47
040963	Urrácal	04
312418	Urraul Alto	31
312423	Urraul Bajo	31
442372	Urrea de Gaén	44
502698	Urrea de Jalón	50
200776	Urretxu	20
502702	Urriés	50
312444	Urroz	31
312439	Urroz-Villa	31
471782	Urueña	47
402108	Urueñas	40
261601	Uruñuela	26
172060	Urús	17
312457	Urzainqui/Urzainki	31
061361	Usagre	06
502719	Used	50
121227	Useras/Useres, les	12
200739	Usurbil	20
192960	Utande	19
502724	Utebo	50
312460	Uterga	31
462495	Utiel	46
410956	Utrera	41
442388	Utrillas	44
312476	Uztárroz/Uztarroze	31
082917	Vacarisses	08
421904	Vadillo	42
492269	Vadillo de la Guareña	49
052510	Vadillo de la Sierra	05
094000	Vadocondes	09
170144	Vajol, La	17
241857	Val de San Lorenzo	24
502745	Val de San Martín	50
390955	Val de San Vicente	39
150888	Val do Dubra	15
442391	Valacloche	44
270636	Valadouro, O	27
442405	Valbona	44
471795	Valbuena de Duero	47
341868	Valbuena de Pisuerga	34
492275	Valcabado	49
390916	Valdáliga	39
281551	Valdaracete	28
192976	Valdarachas	19
101967	Valdastillas	10
442412	Valdealgorfa	44
094038	Valdeande	09
471809	Valdearcos de la Vega	47
192982	Valdearenas	19
192995	Valdeavellano	19
421911	Valdeavellano de Tera	42
281564	Valdeavero	28
193009	Valdeaveruelo	19
061377	Valdecaballeros	06
101973	Valdecañas de Tajo	10
373300	Valdecarros	37
052525	Valdecasa	05
169067	Valdecolmenas, Los	16
193016	Valdeconcha	19
442433	Valdecuenca	44
492281	Valdefinjas	49
241759	Valdefresno	24
101989	Valdefuentes	10
373317	Valdefuentes de Sangusín	37
241762	Valdefuentes del Páramo	24
020753	Valdeganga	02
421926	Valdegeña	42
010552	Valdegovía/Gaubea	01
193021	Valdegrudas	19
373322	Valdehijaderos	37
502730	Valdehorna	50
101992	Valdehúncar	10
069017	Valdelacalzada	06
373338	Valdelacasa	37
102006	Valdelacasa de Tajo	10
373343	Valdelageve	37
421932	Valdelagua del Cerro	42
281570	Valdelaguna	28
210715	Valdelarco	21
193037	Valdelcubo	19
442448	Valdelinares	44
373356	Valdelosa	37
442451	Valdeltormo	44
241778	Valdelugueros	24
261618	Valdemadera	26
421947	Valdemaluque	42
281586	Valdemanco	28
130868	Valdemanco del Esteras	13
281599	Valdemaqueda	28
162244	Valdemeca	16
373369	Valdemierque	37
241784	Valdemora	24
102013	Valdemorales	10
281603	Valdemorillo	28
162257	Valdemorillo de la Sierra	16
281610	Valdemoro	28
162276	Valdemoro-Sierra	16
421950	Valdenebro	42
471816	Valdenebro de los Valles	47
193042	Valdenuño Fernández	19
102028	Valdeobispo	10
390921	Valdeolea	39
162282	Valdeolivas	16
341893	Valdeolmillos	34
281625	Valdeolmos-Alalpardo	28
130874	Valdepeñas	13
230933	Valdepeñas de Jaén	23
193055	Valdepeñas de la Sierra	19
241797	Valdepiélago	24
281631	Valdepiélagos	28
241801	Valdepolo	24
421963	Valdeprado	42
390937	Valdeprado del Río	39
402115	Valdeprados	40
241818	Valderas	24
341907	Valderrábano	34
193068	Valderrebollo	19
390942	Valderredible	39
241823	Valderrey	24
442464	Valderrobres	44
421979	Valderrodilla	42
373375	Valderrodrigo	37
189141	Valderrubio	18
241839	Valderrueda	24
330349	Valdés	33
241844	Valdesamario	24
492294	Valdescorriel	49
193074	Valdesotos	19
471821	Valdestillas	47
061383	Valdetorres	06
281646	Valdetorres de Jarama	28
169020	Valdetórtola	16
341929	Valde-Ucieza	34
402120	Valdevacas de Montejo	40
402136	Valdevacas y Guijar	40
451796	Valdeverdeja	45
241876	Valdevimbre	24
094056	Valdezate	09
281659	Valdilecha	28
094069	Valdorros	09
150872	Valdoviño	15
373381	Valdunciel	37
471837	Valdunquillo	47
462508	València	46
102034	Valencia de Alcántara	10
241882	Valencia de Don Juan	24
061396	Valencia de las Torres	06
061400	Valencia del Mombuey	06
061417	Valencia del Ventoso	06
410969	Valencina de la Concepción	41
140636	Valenzuela	14
130880	Valenzuela de Calatrava	13
169036	Valeras, Las	16
373394	Valero	37
222420	Valfarta	22
193080	Valfermoso de Tajuña	19
360561	Valga	36
261623	Valgañón	26
193093	Valhermoso	19
162316	Valhermoso de la Fuente	16
442470	Valjunquera	44
121248	Vall d'Alba	12
031344	Vall d'Alcalà, la	03
121251	Vall de Almonacid	12
172082	Vall de Bianya, La	17
250432	Vall de Boí, La	25
259010	Vall de Cardós	25
031360	Vall de Gallinera	03
031376	Vall de Laguar, la	03
031357	Vall d'Ebo, la	03
172076	Vall d'en Bas, La	17
121264	Vall d'Uixó, la	12
462515	Vallada	46
471868	Valladolid	47
462520	Vallanca	46
094081	Vallarta de Bureba	09
121233	Vallat	12
082922	Vallbona d'Anoia	08
252385	Vallbona de les Monges	25
082938	Vallcebre	08
431589	Vallclara	43
070630	Valldemossa	07
290939	Valle de Abdalajís	29
161739	Valle de Altomira, El	16
222436	Valle de Bardají	22
341966	Valle de Cerrato	34
310863	Valle de Egüés/Eguesibar	31
229016	Valle de Hecho	22
061469	Valle de la Serena	06
099048	Valle de las Navas	09
222441	Valle de Lierp	22
099086	Valle de Losa	09
094094	Valle de Manzanedo	09
061475	Valle de Matamoros	06
094108	Valle de Mena	09
094115	Valle de Oca	09
311944	Valle de Ollo/Ollaran	31
061481	Valle de Santa Ana	06
099027	Valle de Santibáñez	09
099051	Valle de Sedano	09
402189	Valle de Tabladillo	40
094120	Valle de Tobalina	09
480806	Valle de Trápaga-Trapagaran	48
094136	Valle de Valdebezana	09
094141	Valle de Valdelaguna	09
094154	Valle de Valdelucio	09
391014	Valle de Villaverde	39
