CCN	CODCNH	Nombre Centro	Cód. Provincia	Provincia	Cód. CCAA	CCAA	AD	Cod Concierto	Concierto	Forma parte Complejo	CODIDCOM	Nombre del Complejo	Es Comlejo	ALTA	TAC	RMN	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMO	DO	DIAL
0908005293	082112	Unitat Polivalent Benito Menni En Salut Mental de L'Hospitalet-El Prat de Llobregat	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005290	082134	Ita Maresme	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005280	082156	Clínica Sant Antoni	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005627	082178	Hospital Sociosanitari de Mollet	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005675	082190	Iván Mañero Clinic	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908007674	082213	Centre D'Hospitalitzacio I Hospital de Dia Trastorns de La Conducta	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908009231	082236	Centre La Creueta	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908012300	082246	Unitat Terapéutica-Educativa Acompanya'M	08	Barcelona	09	Cataluña				N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000807	170097	Clínica Salus Infirmorum	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	1	0	0	0	0	0	0	0	0	0	0	0
0917000809	170118	Hospital de Campdevanol	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0917000824	170242	Residencia Geriátrica Maria Gay	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000825	170255	Hospital Sociosanitari Mutuam Girona	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000826	170277	Centre Sociosanitari de Puigcerdà	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000830	170312	Centre Palamós Gent Gran	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000574	250045	Vithas Hospital Montserrat	25	Lleida	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	1	0	0	0	0	1	1	0
0925000571	250077	Clínica Psiquiatrica Bellavista	25	Lleida	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000578	250117	Fundacio Sant Hospital.	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0925000582	250169	Hestia Balaguer.	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000584	250181	Castell D'Oliana Residencial, S.L	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000586	250209	Hospital Jaume Nadal Meroles	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000909	250232	Hospital Sant Joan de Deu Lleida	25	Lleida	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000750	430108	Centre Mq Reus	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0943000752	430120	Institut Pere Mata, S.A	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000757	430056	Hospital Viamed Monegal	43	Tarragona	09	Cataluña	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	1	0
0943000763	430234	Residencia Alt Camp	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000765	430249	Centre Sociosanitari Ciutat de Reus	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000769	430265	Centre Sociosanitari Llevant	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000770	430276	Residencia Vila-Seca	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000772	430287	Unitat Polivalent En Salut Mental D'Amposta	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000775	430300	Centre Sociosanitari I Residencia Assistida Salou	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000777	430322	Residencia Santa Tecla Ponent	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005184	080879	Hospital de Sant Andreu	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005216	081213	Centre Geriatric del Maresme	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000583	250175	Residencia Terraferma	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000756	430022	Hospital Sociosanitari Francoli	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005140	080291	Hospital de La Santa Creu I Sant Pau	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	4	4	0	2	7	0	0	4	2	2	2	2	0
0908005137	080364	Hospital Universitari Sagrat Cor	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	2	1	0	0	1	0	0	1	0	1	0	0
0908005143	080403	HM Nou Delfos	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	2	1	1	1	1	0	0	0	1	3	3	0
0908005151	080431	Hospital Clinic de Barcelona, Seu Plato	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	4	4	0	0	0	0	0	0	2	2	2	2	0
0908005152	080446	Hospital Universitari Quirón Dexeus	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	3	1	1	1	1	0	0	1	1	2	1	0
0908005171	080478	Centro Medico Teknon, Grupo Quironsalud	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	4	4	0	3	1	1	0	1	0	0	1	1	0
0908005230	081461	Institut Catalá D'Oncologia - Hospital Duran I Reynals	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	2	0	0	0	0	0	0	6	0	0	0	0	0
0908005250	081694	Institut Catalá D'Oncologia - Hospital Germans Trías I Pujol	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	3	0	0	0	0	0
0917000828	170299	Institut Catalá D'Oncologia Girona - Hospital Josep Trueta	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	3	0	0	0	0	0
0908005211	080484	Hospital de Barcelona	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	2	0	1	1	1	0	0	0	0	1	0	2
0908005172	080538	Centre D'Oftalmologia Barraquer	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	0	0	0	0	1	0	0	0	0	0	0	0	0
0908008299	082189	Centre Sociosanitari Isabel Roig	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000811	170139	Clínica Santa Creu	17	Girona	09	Cataluña	N	01	Sin concierto	N			N	N	0	1	0	0	0	0	0	0	0	0	1	1	0
0917000814	170059	Clínica Girona	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	3	1	1	1	0	0	0	1	1	2	1	45
0917000816	170301	Hospital Santa Caterina-Ias	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	2	0	0	0	0	0	3	0	0	2	0	0
0917000818	170160	Hospital Sociosanitari de Lloret de Mar	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000819	170176	Hospital D'Olot I Comarcal de La Garrotxa	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0917000827	170288	Centre Sociosanitari Bernat Jaume	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000577	250061	Clínica Mi Nova Aliança	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	1	0	0	0	0	1	1	0
0925000580	250156	Espitau Val D'Aran	25	Lleida	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0925000587	250210	Sant Joan de Deu Terres de Lleida	25	Lleida	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000751	430115	Villablanca Serveis Assistencials, Sa	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005276	081942	Lepant Residencial Qgg, S.L.	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005289	081997	Cqm Clinic Maresme, S.L.	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0908005138	080370	Clínica Corachan	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	2	5	0	1	0	0	0	0	0	0	1	1	0
0908005142	080399	Hospital Quironsalud Barcelona	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	2	4	1	1	1	0	0	1	1	1	2	1	0
0908005145	080497	Centre Hospitalari Policlínica Barcelona	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005147	080575	Clínica Coroleu - Ssr Hestia.	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005155	080060	Hospital de L'Esperança.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	1	0	0	0	0	0	2	1	0
0908005160	080137	Centre de Prevencio I Rehabilitacio Asepeyo	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	0	0	0
0908005178	080728	Clínica Nostra Senyora de Guadalupe	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005180	080771	Hospital General de L'Hospitalet	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005183	080826	Hospital de Sant Jaume	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005188	080898	Fundacio Hospital Sant Joan de Deu (Martorell)	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	1	0	0	0	0	0	1	0	0
0908005189	080930	Centre Medic Molins, S.L.	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0908005195	081022	Casal de Curacio	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005205	080667	Hospital Universitari Germans Trías I Pujol de Badalona	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	5	4	0	2	8	1	0	0	2	1	2	1	30
0908005206	081017	Hospital Universitari General de Catalunya	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	2	0	2	2	0	0	1	0	0	0	1	1
0908005212	081234	Centre Sociosanitari Verge del Puig	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005220	081311	Residencia Santa Susanna	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005174	080253	Hospital Mare de Déu de La Mercé?	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005227	081402	Mutua de Granollers, Mutua de Previsio Social A Prima Fixa	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
0908005229	081430	Hospital Comarcal de L'Alt Penedés	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005237	081326	Hospital de Mataró	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	1	0	0	0	0	0	1	0	0
0908005248	081661	Benito Menni Complex Assistencial En Salut Mental	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005262	081919	Parc Sanitari Sant Joan de Deu - App - 2	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005270	081874	Clínica Galatea	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005279	081920	Centre Integral de Serveis En Salut Mental Comunitaria	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005282	081347	Hospital Universitari Vall D'Hebron	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	9	6	0	3	3	0	0	4	4	2	2	1	29
0908005298	082145	Centre Sociosanitari del Centre Integral de Salut Cotxeres	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000813	170010	Hospital Universitari de Girona Dr. Josep Trueta	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	3	2	1	1	3	0	0	0	1	1	1	1	20
0917000810	170123	Hospital de Figueres	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	20
0917000820	170195	Hospital de Palamós	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	24
0917001139	170334	Hospital de Cerdanya / Hospital de Cerdagne	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	14
0925000579	250143	Hospital Comarcal del Pallars	25	Lleida	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	10
0908005177	080713	Hospital de Sant Joan de Deu.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	3	1	1	1	0	0	0	2	1	1	2	3
0908005190	080945	Hospital de Mollet	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	26
0908005209	081108	Hospital General de Vic	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	1	0	0	0	0	0	0	0	0	1	0	38
0908005204	081189	Hospital Sant Antoni Abat - Consorci Sanitari del Garraf.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	1	1	29
0908005253	081885	Hospital D'Igualada	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	26
0943000758	430173	Hospital de La Santa Creu	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	55
0943000762	430228	Pius Hospital de Valls	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	1	20
0908005150	080057	Hospital del Mar	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	2	2	1	3	0	0	2	1	1	2	1	25
0908005181	080752	Hospital Universitari de Bellvitge	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	7	4	3	3	4	1	0	0	1	2	2	1	28
0908005208	080958	Hospital de Sabadell	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	3	3	2	1	3	0	0	0	1	1	2	0	43
0908005153	080109	Hospital Clinic de Barcelona	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	4	4	1	3	2	1	0	4	2	1	1	1	59
0908005217	080863	Hospital de Sant Joan de Deu (Manresa)	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	1	0	0	0	0	0	1	0	0	1	1	66
0908005207	081075	Hospital de Terrassa.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	3	1	0	0	1	0	0	3	0	0	2	1	28
0925000572	250019	Hospital Universitari Arnau de Vilanova de Lleida.	25	Lleida	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	0	0	1	2	0	0	2	0	0	1	0	22
0908005288	082066	Hospital de Sant Joan Despi Moisés Broggi	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	3	2	0	0	0	0	0	0	0	0	1	0	33
0908005214	080689	Centre Sociosanitari El Carme	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005167	080235	Clínica Sagrada Familia	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005202	081115	Clínica Sant Josep	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000815	170062	Clínica Quirúrgica Onyar	17	Girona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0908005257	081784	Centre Sociosanitari D'Esplugues	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000761	430081	Hospital Comarcal Mora D'Ebre	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	1	0
0908014829	082268	Ronda de Dalt, Centre Sociosanitari	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908014888	082279	Eatica	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925001345	250243	Avantmedic	25	Lleida	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005165	080229	Clínica Nostra Senyora del Remei	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	2	1	0	0	0	1	0	0	0	0	1	1	0
0908005263	081829	Centre Fórum	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908015458	082337	Residencia Nazaret	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
0908015997	082338	Mas Amigo Centre Especialitzat En Addiccions	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
0925001398	250254	Acompanya'M Lleida	25	Lleida	09	Cataluña	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943002180	430355	Centro Zeus	43	Tarragona	09	Cataluña	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
0943002181	430344	Llarga Estada Gipss	43	Tarragona	09	Cataluña	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000753	430069	Clínica Activa Mutua 2008	43	Tarragona	09	Cataluña	S	01	Sin concierto	N			N	N	0	1	0	0	0	0	0	0	0	0	0	0	0
0943000755	430017	Hospital Universitari Joan Xixi de Tarragona	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	2	1	2	5	1	0	0	1	1	2	1	20
0943000771	430298	Hospital del Vendrell	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0943001036	430094	Hospital Universitari de Sant Joan de Reus	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	3	2	1	0	1	0	0	4	1	1	2	1	0
1046000421	460137	Hospital Quironsalud Valencia	46	Valencia	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	2	0	1	0	0	0	0	0	0	1	1	0
1012000288	120115	Hospital Comarcal de Vinaros	12	Castellón	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1012000178	120136	Hospital Universitario de La Plana	12	Castellón	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	0	0
1012000256	120148	Instituto de Traumatología de Unión de Mutuas (Matepss Nº 267)	12	Castellón	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
1046000414	460240	Hospital Intermutual de Levante	46	Valencia	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
1003000121	030187	Hospital Sant Vicent del Raspeig	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	0	0	0
1003000040	030190	Sanatorio San Francisco de Borja Fontilles	03	Alicante	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000177	030232	Hospital Psiquiátrico Penitenciario de Fontcalent	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000098	030351	Hospital La Pedrera	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	0	0	0
1046000383	460266	Hospital de Sagunto	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	2	0	0	0	0	0	0	0	0	2	2	0
1046000556	460272	Hospital Doctor Moliner	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1046000576	460369	Hospital Pare Jofre	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1046000361	460057	Hospital de La Malva-Rosa	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000254	030362	Centro de Rehabilitación Neurológica Casaverde	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000229	030089	Hospital IMED San Jorge	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1003000179	030128	Hospital San Carlos de Denia Grupo HA	03	Alicante	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1046000388	460333	Hospital Nisa Aguas Vivas	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1046000390	460327	Hospital IMED Gandía	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1046000278	460180	Ita Godella	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000220	030015	Hospital General Universitario Dr. Balmis	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	3	0	2	4	1	0	0	0	0	2	2	43
1003000176	030328	Hospital IMED Levante	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	10
1003000248	030340	Hospital de Denia	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	1	1	0	0	0	0	0	1	1	31
1003000161	030211	Hospital Vega Baja de Orihuela	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	0	30
1012000182	120038	Hospital La Magdalena	12	Castellón	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1046000629	460168	Hospital de Salud Mental Provincial	46	Valencia	10	Comunidad Valenciana	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000237	030226	Hospital Medimar Internacional	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	1	0	0	1	0	0	1	1	2	1	0
1003000167	030298	Hospital Quironsalud Torrevieja	03	Alicante	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	2	2	1	1	1	0	0	2	1	1	1	1	0
1003000333	030384	Hospital IMED Elche	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	2	0	1	1	0	0	1	0	0	1	1	1
1046008287	460404	IMED Valencia	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	4	0	1	1	0	0	1	0	0	1	2	1
1046000353	460229	Hospital Lluis Alcanyis de Xativa	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	2	1	32
1012000180	120017	Hospital General Universitario de Castellón	12	Castellón	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	2	0	1	3	0	0	0	0	0	1	1	33
1046000268	460207	Hospital Francesc de Borja de Gandía	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	2	0	0	0	0	0	1	0	0	1	1	28
